tweet,label
@Whitwyatt The pending data from California has come and gone. It makes it really difficult to track the states tests consistently. The number of tests bounces around in ways that really confuse people. A broader change is coming to our pending reporting.,real
The Spanish Government asks Congress to renew the state of alarm every 15 days because it is required by law.,fake
In pushing for children to go back to school Trump said they are “almost immune from this disease.” That’s wrong scientists say. Children get less severe COVID-19 cases but they are not almost immune. https://t.co/ktYaZaBu4M https://t.co/U6c7G0zUH0,fake
HydroxychloroquineIs founded 100% inKalonji seedSo take 7 Kalonji seed with Honey mix with hot water take before bfast To prevent yourself to be attacked fromCOVID-19 Corona virus please guys share this information with your friends and family,fake
Wearing a face mask for a prolonged period of time causes hypoxia and/or hypercapnia.,fake
"@drdavidsamadi Dr. Samadi, do you believe Covid 19 is bio-engineered?",fake
In the first half of 2020 WHO coordinated the logistics &amp; shipped 😷More than 3M surgical masks 🧤More than 2M gloves 🧰More than 1M diagnostic kits 🥼More than 200K gowns 🛡️More than 100K face shields to 135 countries across the🌍🌎🌏. https://t.co/iz4YQkbSGM,real
Donald Trump is not responsible for the coronavirus. But he does bear full responsibility for failing to protect our nation from the worst public health and economic crisis in our lifetime.,fake
"BREAKING: Trump announced the U.S. is officially leaving the World Health Organization in the middle of a pandemic.

WHO is currently coordinating international vaccine and drug trials to fight #Covid19 https://t.co/UTIpDjDHye#covid19 #coronavirus #coronavirusupdate",fake
He beat Spanish flu. Then 100 years later he beat COVID. https://t.co/RjsBiy44zB https://t.co/oN3Qiy3wrf,real
I live in Bolton I was offered one in Inverness' Sky News has spoken to people at testing sites in some of the country's hotspots who have shared their frustrations of trying to take a #coronavirus test so they can get back to work and school https://t.co/N6jYbI4acO,real
The most up to date data in Victoria for 2020 was consistent with that for 2019 despite concerns due to #COVID19 However the numbers remain troubling according to Vic's state coroner and don't mitigate the fact that there's been an increase in calls to mental health services,fake
#Coronavirus: People in England who see their neighbours flouting the new 'rule of six' are being encouraged to contact police by the government https://t.co/4URQPfqzeL,real
There are several working behind the scenes whose roles are critical to the #COVID19Nigeria response Today we thank our colleagues- cleaners drivers electricians security personnel &amp; all the people working quietly but very hard every day of the week #TakeResponsibility https://t.co/KTTzpCoWkO,real
📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 75.92% as on August 25 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/qfxACD4FQH,real
People of Italy throwing money on the streets because it can't save them from COVID-19.,fake
You had all of lockdown to read me and you still have not read a page https://t.co/H5R6igPMa9,fake
Back to #COVID19. Today the world recorded 12 million cases. In the last 6 weeks cases have more than doubled-@DrTedros,real
Camila Pitanga Brazilian actress contracted COVID-19 but said she caught malaria so she could take chloroquine without admitting she was wrong.,fake
States reported 695 new deaths trending down slightly. A reminder that this chart does not include ~6k probable and confirmed COVID-19 deaths reported by New York City but not yet by New York State. https://t.co/iFdrYzwafW,real
A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.,fake
"The pandemic must be a catalyst for taking other vaccine–preventable diseases seriously. There are vaccinations against pneumococcal disease and influenza, yet uptake in older people (and those in “at risk” categories) in most places is pretty poor. https://t.co/jX0snSBnWj",fake
We are rapidly increasing the number of frontline workers trained to respond to #COVID19 in all 36 states &amp; FCT In the last three weeks we trained over 8000 health workers focusing on infection prevention and control #TakeResponsibility https://t.co/s5RVp1vrNa,real
_A video has been viewed hundreds of thousands of times in posts on Facebook Twitter and YouTube that claim it shows a freight train carrying essential commodities for those in COVID-19 lockdown in India._,fake
"Product pages on @amazon are offering toxic chlorine dioxide, an industrial bleach often sold under the name “Miracle Mineral Solution” as a #covid19 cure. Reported by @edpilkington in the Guardian https://t.co/IIwGfF4hBe",fake
poll finds 38% of Americans say they will not drink Corona beer because of the virus.,fake
We‘ve received complaints from passengers departing Nigeria that airlines are rejecting #COVID19 negative results from some accredited private labs. This should not be the case. This has been escalated to @PTFCOVID19 &amp; an update will be provided shortly.,real
Latest recommendations for the use of remdesivir and dexamethasone in coronavirus. https://t.co/ztqNSXeqbk https://t.co/v0kZN4N14B,real
Yesterday our laboratories processed 3289 tests bringing the total number of tests completed to date to 490232. There were 720 swabs taken in managed isolation and quarantine facilities yesterday. Thanks to everyone who has come forward to be tested.,real
Photo of people in medical scrubs lying on the floor of an operating theatre shows some of the 200 Italian doctors who died of COVID-19 in one day on 3/23/20.,fake
Princess Cruises offers Navy tips on Coronavirus https://t.co/Xap8rTEwcv,fake
Three stories to read this evening: 🔴UK cases hit four-month high for second day in a row https://t.co/iNzdX1LmRm 🔴PM urged to take 'blindingly obvious' COVID action https://t.co/GwhWaxY6qS 🔴Trump tells Senate to consider his Supreme Court pick https://t.co/lZid9bkh9B https://t.co/w2yZWmJA5F,real
One person remains in Auckland City Hospital in a stable condition on a ward.​ ​ One significant cluster remains open.​ ​ Our total number of confirmed cases of COVID-19 is now 1180 which is the number we report to the World Health Organization.,real
Suspected Corona patient in Hajipur Jail,fake
"BREAKING! Staying in lockdown and adhering to social distancing guidelines isn't necessary if you are really horny, insists Prof Neil Ferguson",fake
A large study across hundreds of hospitals from @TheLancet shows that treatment with hydroxychloroquine did not result in any improvements of COVID patients. Read the full study here: https://t.co/IcQnO0CImB,real
Latest update from @minhealthnz: It is now 24 days since the last new case of COVID-19 was reported in New Zealand and there are no active cases to report.  Our total number of confirmed cases remains at 1154 which is the number we report to the World Health Organization https://t.co/nwH1lhBppv,real
Newly Updated: The practice essentials of COVID-19. https://t.co/y0pVKPUJzR https://t.co/hB1Es82Rjm,real
COVID-19 is now the number 3 cause of death in the US. https://t.co/S6Cmfi9oj3 https://t.co/la8N4hMEZZ,real
"Lockdown Wouldn't Be So Bad If Man Didn't Have Wife, Kids, Mortgage https://t.co/bEPvC16ZcN",fake
Someone once used Facebook to rehome 52 horses but not this year and not after a COVID-19 death. https://t.co/zmqG8rr3eO,fake
A Louisiana Stripper Says If She Contracts The Coronavirus She’ll Make It A Point To Attend All Of T� https://t.co/3XlP2h7rUd #donaldtrump,fake
Are just 99% of #COVID-19 cases “totally harmless” as @realdonaldtrump said? No. Even limited data on case death rate so far shows a rate four times higher. And then there are the people the virus sends to the hospital. https://t.co/rnqVXpEZEx,fake
The most frequently disrupted areas due to #COVID19 include: -routine immunization -NCD diagnosis &amp; treatment -family planning &amp; contraception -treatment for mental health disorders -#cancer diagnosis &amp; treatment -malaria diagnosis &amp; treatment 👉 https://t.co/R5ssfz6cDl https://t.co/nqwJEEyexs,real
RT @CDCInjury: Recognizing the warning signs of #suicide may be more difficult during #COVID19 due to #SocialDistancing. Still you can #Be…,real
"@TejinderSsodhi I can't understand Sir your mocking or not,

But Coronil has actually benefited many people with COVID positive.
I've seen many people and I know them.",fake
A good long read for the weekend from @TheAtlantic The coronavirus is coursing through different parts of the U.S. in different ways making the crisis harder to predict control or understand. https://t.co/LiPDpW5OA0,real
Andrew Jenkinson says his wife's treatment has been paused because there is too much concentration on COVID-19. Get more on this story here: https://t.co/71a1eMv6AL https://t.co/unLobDNeO0,real
RT @WHOAFRO: 🤔Is it safe for a mother to breastfeed if she has #COVID19? 🤱🏿Yes! Continue breastfeeding your baby even if you are infected…,real
Manufacturers in several key countries were under so-called lockdown &amp; there was a collapse in air transport which is imperative for sending supplies around the 🌍-@DrTedros #COVID19,real
"#KidneyTransplant using lymphocyte depleting induction &amp; standard maintenance immunosuppression at the height of the #COVID19 pandemic in #NYC

https://t.co/92blSJLr0a 

@asantos24 @ssfarouk @ISMMSKidney @MountsinaiRMTI @DOMSinaiNYC @IcahnMountSinai

#VisualAbstract https://t.co/RlQNPJOfJ4",fake
Trump’s effort to blame Obama for sluggish coronavirus testing.,fake
Texas Warns That The Dreaded Chupacabra Could Be Carrying The Coronavirus https://t.co/HqupmzcXB2 #donaldtrump #texas #dna #lachupacabra,fake
"Agreeing with msm that the virus exists, as bioweapon or natural, justifies need for lockdowns, etc., re ""virus"" at least ""just to be safe"". We don't get to choose whether to buy into science or not. It's not just Kaufman. There is a lot of good work being done by many.",fake
RT @CDCDirector: Face masks are one of the most powerful weapons we have in the fight against #COVID19. Wearing a mask when you’re in publi…,real
One More Shocking Video of Gandhi Hospital Hyderabad Emerges Where COVID Patients Sitting on the Corridors Floor and Nobody Hospital Staff there to Check them.,fake
RT @drharshvardhan: #CoronaVirusUpdates 👉In a landmark global achievement India has overtaken #USA &amp; become the top country in terms of…,real
We can no longer wring our hands and say something must be done. It’s time for countries to get their hands dirty and build the public health systems to ensure a pandemic of this magnitude and severity never happens again-@DrTedros #AWorldInDisorder https://t.co/OShhzy6upf,real
📢#NCDCInTheNews ‘Decline in Nigeria’s #COVID19 cases doesn’t mean we‘ve flattened the curve. In August testing dropped by 36% due to decline in sample collection’ @chinwe_ochu explains further in this @nighealthwatch interview 📺https://t.co/oCIqwDBtDU #TakeResponsibility https://t.co/al7u3s3cUX,real
All that said testing capacity is still severely constrained and appears to be quite unevenly distributed around the country.,real
Planning to visit the beach? Your risk of #COVID19 is highest if you are less than 6 feet from people at a crowded public beach or if you freely share your food toys or equipment. Practice social distancing &amp; other habits to stay healthy. https://t.co/tPbNintIwc https://t.co/CO8Dm4vmLl,real
Food was discarded after Sao Paulo's governor decree,fake
Local Man Keeps Sharing Important Looking Covid-19 Graphs He Doesn’t Understand https://t.co/FfzG49lzSY,fake
156 economies representing roughly 64% of the global population are now either committed to or eligible for the COVAX Facility with more to follow. https://t.co/6KyDZ6TWWE #COVID19 https://t.co/2TxYN3mzUY,real
A photo circulating on Facebook in Nigeria appears to show President Muhammadu Buhari shaking hands with the nation’s Code of Conduct Bureau Chairman Mohammed Isa while both men are wearing face masks — seemingly against precautions during the novel coronavirus pandemic.,fake
Our combined total of confirmed and probable cases remains at 1504. The number of recovered cases is 1482. There are no additional deaths to report. There is no one in New Zealand receiving hospital-level care for COVID-19. Nine significant clusters have now closed.,real
"The Cure 4 Corona: Colloidal (liquid) Silver, is still being tested for its usage as a cure in a test-tube, where in the human anatomy the human immune system is boosted by the power of silver &amp; nuc.'s this CORONA in us to its death-bed. Test-tube vrs realism + medicine.",fake
U.S. secures 300 million doses of potential AstraZeneca COVID-19 #vaccine https://t.co/1cYB9fyPha,fake
Update from @minhealthnz Today there is 1 new case of COVID-19 to report in Managed Isolation. It has now been 88 days since the last case of COVID-19 was acquired locally from an unknown source.,real
Frontline staff in long-term care facilities are taking action to protect residents families and fellow staff from #COVID19. Thank you for following CDC guidance and protecting vulnerable Americans. https://t.co/iVXDUGyBuS https://t.co/urWH11LAmf,real
#Coronavirus surges in Arizona. https://t.co/zOIdYIEnGK,real
If Tennessee continues to #StayAtHome hospitals should not become overloaded. However if distancing is relaxed there is a potential for over 66k hospitalizations - overwhelming the system by May 4th. Learn more at https://t.co/x37SEzyAo1 https://t.co/eyB78Fyeym,real
Scaling up testing is great news. But if we can only get positives from those sources and not total numbers the value of this data will decline precipitously. We may have to pause or reconfigure this project so that we are not putting out misleading numbers.,real
Our daily update is published. States reported 731k tests. An important caveat is that we’re missing some testing data from Florida due to the hurricane. There were 50k cases reported and 519 deaths. Keep in mind it’s Monday so weekend delays will be filled out later this week. https://t.co/p4zsch8jmQ,real
South Dakota began reporting race &amp; ethnicity data today. In a 90% white state almost 70% of cases are people of color because of meatpacking outbreaks. Of the 3 states still not reporting any of this data -- NE ND NV -- Nebraska especially may have similar dynamics. https://t.co/ox1kC9bIb1,real
501 new cases of #COVID19 Lagos-195 FCT-50 Kano-42 Kaduna-27 Edo-26 Oyo-22 Imo-21 Gombe-17 Benue-12 Enugu-12 Delta-11 Anambra-11 Ebonyi-10 Nasarawa-9 Ogun-9 Bauchi-8 Kebbi-4 Akwa Ibom-3 Jigawa-3 Katsina-3 Yobe-2 Borno-2 Kwara-1 Ondo-1 15682 confirmed 5101 discharged 407 deaths https://t.co/TTIfY8iciS,real
A claim that Sri Lankan students were flown home by Pakistan after they were stranded during the county's COVID-19 lockdown has been shared on Facebook and WhatsApp.,fake
Senegal doctors have come up with a serum against the coronavirus.,fake
For a breakdown of cases by states in real time please see https://t.co/zQrpNeOfet Currently; Lagos- 28 FCT- 7 Ogun- 2 Ekiti- 1 Oyo- 1 Edo- 1 Total: 40 confirmed cases #COVID19Nigeria,real
States reported ~20k new cases again today. The 7-day average of new cases has been between 20-23k cases for nearly a month. But the outbreak has shifted south and west. https://t.co/Rk6zPi1mV0,real
A tweet from Donald Trump in 2009 said that he would 'never let thousands of Americans die from a pandemic'.,fake
#IndiaFightsCorona Total #COVID19 Recoveries in India surpass 26 lakh. Increasing Recovery Rate is coupled with a consistently falling Case Fatality Rate. https://t.co/E8wSIVrYdM https://t.co/plkbHZo2wS,real
_Video shows a family that died from novel coronavirus._,fake
#IndiaFightsCorona 74% of new cases are concentrated in 10 States/UTs. Maharashtra alone has more than 18000 followed by Andhra Pradesh &amp; Karnataka with more than 7000 &amp; 6000 cases respectively. https://t.co/WkIoUBnkn8 https://t.co/EXgJd9X1N0,real
📢#CoronaVirusUpdates: 📍#COVID19 India Tracker (As on 17 September 2020 08:00 AM) ➡️Confirmed cases: 5118253 ➡️Recovered: 4025079 (78.6%)👍 ➡️Active cases: 1009976 (19.7%) ➡️Deaths: 83198 (1.6%) #IndiaFightsCorona #IndiaWillWin #StaySafe Via @MoHFW_INDIA https://t.co/835SfUBIWF,real
Those saying 'only 6% die from #COVID19 alone’…don't understand how infectious diseases work.- @Ryan_Mac_Phd https://t.co/2NiUrrl310 via @webmd,real
Our daily update is published. States reported over 57K new cases today — another record day for cases the third this week. We’re at 721K new tests today a huge jump and our first day over 700K. There were 635 reported deaths today. https://t.co/pQKDKZgrgr,real
Bill Gates and the Vatican have a plan to depopulate the world with a coronavirus vaccine.,fake
"Local woman joins dating apps in hopes of having pandemic love story

https://t.co/RgRLm6uEHn",fake
God Has Coronavirus https://t.co/7Nh5G7mEqw #religion #god #coronavirus,fake
"Railway cancelled 39 lakh tickets. Example of mine 1 ticketDebit amount : Rs 1013Refund amount : Rs 990Deduction amount : 23 rs3900000 x 23 =89,700,000 rs. Is this not a scam ?",fake
Although testing capacity is improving in #Michigan the percentage of tests that come back positive is still high. This means testing is limited and many cases may go undetected. Michigan is moving in the right direction - but more tests are needed. #ReopeningSafely https://t.co/7bBVneEa0e,real
Yesterday’s total is up on the last two Saturdays – on which 1754 and 1365 tests were completed respectively – but we still want to see testing numbers increase particularly in Auckland and Queenstown.,real
In Texas Covid Act Now county-by-county predictions allow local leaders to make local decisions - decisions that are saving lives right now. https://t.co/7NdHTz4nfd via @wacotrib See texas data here: https://t.co/T2a0ysrSmF https://t.co/A793XPGTJl,real
We want to acknowledge everyone who has been tested and also the health workforce carrying out and analysing the tests. Testing will continue to be a significant part of the response to COVID-19.,real
OK our daily update is published. States reported 840k tests completed nearly 66k new cases and hospitalizations ticked up. The major observation however is that states reported more than 1400 deaths today the most since May 15. https://t.co/PGCu7Z4pXC,real
Prime Minister Boris Johnson says a class should only self-isolate if they have come into contact with somebody in school who has tested positive for #COVID19 and adds classes shouldn't be sent home until the results have been received. https://t.co/5RBbdr4R0U https://t.co/sdmNcVnGFG,real
Goodwill Industries International has fired all its employees because of the coronavirus pandemic.,fake
Official data show that there were more deaths in Italy in 2019 than in 2020.,fake
The first case of #COVID19 was reported on 31st December 2019 in Wuhan China Five months later the disease continues to affect people in countries across the globe If we all #TakeResponsibilty we can get through this together https://t.co/BLAjaopw5G,real
The image of a boy with serious injuries is that of a Tablighi Jamat COVID-19 patient who was beaten up by police in India after he misbehaved with the nurses in the hospital where he was admitted.,fake
Scale-up of testing is key in assessing the #COVID19Nigeria situation and coordinating response across the country. Kindly note that #COVID19 tests conducted in facilities within the NCDC molecular lab network are FREE of charge. View full list via: https://t.co/SqEowDI58H https://t.co/icl8UYRqu3,real
A man called Antonio Carlos 67 years old has just been cured of COVID-19 by using chloroquine. He was released from Unimed Hospital in Rio de Janeiro (Brazil).,fake
Yesterday our labs processed 9257 tests. Our total number of tests completed to date is 719320.​ ​ There are 159 people linked to the community cluster at the Auckland quarantine facility. This includes 85 people who have tested positive and their household contacts.,real
A message claimed that Angel Broking has gone bankrupt as oil prices went negative due to coronavirus lockdown around the world,fake
Based on the best available data #Vermont has only used 7% of their ICU headroom. This suggests there is likely enough capacity to absorb a wave of new COVID infections. https://t.co/oVf6PqA5PC,real
Updated on May 27: More than 1.6 million COVID-19 cases have been reported in the U.S. with 30 states reporting more than 10000 cases. COVID-19 cases reported among healthcare personnel now available: https://t.co/wiuFBKR3Uh. https://t.co/Bgl8JxMD0u,real
#CoronaVirusUpdates: 📍Total #COVID19 Cases in India (as on September 22 2020) ▶️80.12% Cured/Discharged/Migrated (4497867) ▶️17.54% Active cases (975861) ▶️1.60% Deaths (88935) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths https://t.co/AGeRkG5eGm,real
Update from the @minhealthnz ​ Today there is one new case of COVID-19 in managed isolation to report.​ ​ The number of active cases in New Zealand is now 26. It has now been 80 days since the last case of COVID-19 was acquired locally from an unknown source.,real
With India recording over 55000 new cases the country’s confirmed case tally reaches 27 lakh. Andhra Pradesh becomes the third state to reach the three lakh mark for confirmed coronavirus cases. Maharashtra and Tamil Nadu were the first two. #COVID19 #Corona #CoronaVirusUpdates https://t.co/T4nNvivhwh,fake
A biomedical researcher with 12 years of laboratory experience debunks the established conclusions about the COVID-19 pandemic.,fake
"Bharat Biotech’s COVID-19 vaccine will be available in the market from 15 August, according to a letter from ICMR about fast-tracking the clinical trials of the vaccine.",fake
The second case is another man in his 20s who arrived in on the 18th of June from the USA. He was on flight NZ5 from Los Angeles. The man tested positive at the Jet Park hotel after showing respiratory symptoms. He has been at the Jet Park since arriving.,real
#COVID19 has unequally affected some of us in racial and ethnic minority groups both physically and emotionally. As we take steps to help protect ourselves and others from COVID-19 let’s make sure to take care of our #MentalHealth too. https://t.co/GKZV8vsPCV https://t.co/zbBRtGzUFB,real
#IndiaFightsCorona States that are testing the highest numbers are also reporting a gradual decline in the positivity rate. The national cumulative positivity rate stands at 8.44% today. https://t.co/t1bVSrcZ0q,real
India's AYUSH Ministry has certified Coronil medicine.,fake
"President Trump Agrees To Stop Calling COVID-19 The Chinese Flu, The Wuhan Flu, and The Chinese Curse https://t.co/vT1GPUNX5B #coronavirus",fake
RT @PIB_India: #CoronaWatch ◾ 2027074 total confirmed cases ◾ 1378105 cases cured/recovered ◾ 22788393 samples tested Here's the…,real
Because this respiratory disease passes relatively easily between people when this #COVID19 outbreak started there was an urgent need to get advice information training and equipment to frontline workers-@DrTedros https://t.co/PqIGVICc6r,real
Nashville Man Looks Coronavirus in the Eye and Admittedly Flinches https://t.co/nn2aJkaMsi #war #coronavirus #nashville #vegan #virus,fake
The governor of Sao Paulo contracted COVID-19 after being vaccinated with the Sinovac Biotech vaccine.,fake
Plandemic: Indoctornation claims that the coronavirus was designed in a lab and global health leaders knew the crisis would occur,fake
Saint Patrick Is Back To Banish Covid-19 This Time He's Pissed https://t.co/PagZFxjnBi,fake
• Today we have recorded 97% of all confirmed and probable cases as having recovered from COVID-19 an increase of three on yesterday for a total of 1455. ⁣ ⁣ • There are no additional deaths to report.,real
The recommended duration of quarantine for #COVID19 cases is up to 14 days from the time of exposure. Kindly refer to the following documents for details: https://t.co/nzpxLnPDoF &amp; https://t.co/ZbRoOVI5ni #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #Corona #coronavirus https://t.co/eU2yjqgwrU,real
#COVID19 testing is free of cost in @ICMRDELHI approved Govt labs. In Pvt labs the testing rate is fixed at Rs 2250 by the State Govt. You may also contact #WestBengal #COVID helpline for further clarification: 1800-313-444-222 033-23412600 #COVID__19 #COVID_19 #COVIDー19 https://t.co/9shzHEtV69,real
Pennsylvania’s outbreak has worsened over the last two weeks though not to the degree seen in Sun Belt states. Since June 18 the daily number of new cases has roughly doubled in PA. In mid-June 1 in 33 tests came back positive; this week about 1 in 20 tests did. https://t.co/PRUe7JGIns,real
There are 59 positive coronavirus cases in Nagpur along with three doctors one of whom is on ventilator.,fake
@ESMO expert warns about continued widespread disruptions in cancer care due to COVID. https://t.co/zm2lV0hGkZ,real
President Trump Says Pandas Are Responsible For Covid-19 https://t.co/mgan5G2oY8 #donaldtrump #china #coronavirus #zoo #pandas,fake
"The scientific reasons why Covid can’t be transmitted in schools, by a Tory https://t.co/cEVoxu629j",fake
"""CORONAVIRUS Reports of 10,000 DEAD in Wuhan, China.""",fake
#CoronaVirusUpdates: State-wise details of Total Confirmed #COVID19 cases(till 27 August 2020 8 AM) ➡️States with 1-9000 confirmed cases ➡️States with 9001-85000 confirmed cases ➡️States with 85000+ confirmed cases ➡️Total no. of confirmed cases so far Via @MoHFW_INDIA https://t.co/DiDxbF4Ksx,real
2nd week of Jan 🇨🇳 had mapped the genome &amp; shared it with WHO &amp; with wider 🌍. We rapidly published a “how to” on building a PCR test for #COVID19 from our partner lab in 🇩🇪. In the 3rd week WHO identified &amp; began contracting for validated production of these tests-@DrTedros,real
Texas GOP sticks to convention plans as the state set a new daily record for #COVID19 cases. https://t.co/CY31guaZMy,real
Yesterday our labs completed 3402 tests bring the total to 344519. On Saturday 430 tests were taken in the facilities in Auckland and 61 in Christchurch – there is still a large amount of testing happening in the community with symptoms.,real
Mississippi and Oklahoma have seen rapid growth in cases. Mississippi now rivals Florida for the highest number of cases per million population. https://t.co/S01vrOmo42,real
779 new cases of #COVID19Nigeria; Lagos-285 Rivers-68 FCT-60 Edo-60 Enugu-56 Delta-47 Ebonyi-42 Oyo-41 Kaduna-19 Ogun-18 Ondo-16 Imo-12 Sokoto-11 Borno-9 Nasarawa-8 Abia-5 Gombe-5 Kebbi-5 Kano-4 Yobe-3 Ekiti-3 Osun-2 24077 confirmed 8625 discharged 558 deaths https://t.co/JsOtNeFSDx,real
Ghana Education Service confirms date schools in Ghana will reopen.,fake
"@WhatTheBit no, but there is 7 different coronavirus that we know of

MERS-CoV, SARS-CoV , SARS-CoV-2 (Covid19)
and 229E(also infects bats), NL63, 
OC43 (also infects cattle) and HKU1
the last 4 coronavirus are so common its likely EVERYONE will have caught it in their lifetime",fake
#IndiaFightsCorona 75% of the new recovered cases are being reported from ten States/UTs. Maharashtra continues to lead with more than 20000 new cases of recovered patients. Andhra Pradesh contributed more than 10000 to the single day recoveries. https://t.co/09rs6dXaH5,real
"Nation’s tenants vow to cough on rent cheques

https://t.co/eb4TBc6CUl #cdnpoli #RentFreezeNow #COVID19 https://t.co/Gf0aH3df8t",fake
Texas moved into the top 10 in the total number of COVID-19 deaths that the state has reported this year. Washington hit hard early has now fallen out of the top 20. https://t.co/XFiutAyId6,real
The USD 2.7 billion it [ACT-Accelerator] has received to date has been generous and has enabled the robust start-up phase. But this is less than 10% of the overall needs-@DrTedros #COVID19 https://t.co/myhBermgVh,real
BREAKING! Government tells people unable to take Covid tests they will be allowed to use their predicted results,fake
Today there are three people in hospital with COVID-19 – one is in isolation on a ward in North Shore Hospital. Two are in ICU at North Shore and Waikato hospitals.,real
#IndiaFightsCorona India's testing capacity has surged to more than 12L daily tests. Higher than 6.5 cr total tests have been conducted across the country. https://t.co/BHak3pZ1PW,real
"On the fourth anniversary of Pulse.
In the middle of Pride month.
During a global pandemic.

Donald Trump's cruelty truly knows no bounds. We have to defeat him this November. https://t.co/YAy4ZGxxyD",fake
The WHO confirmed asymptomatic persons can't transmit the coronavirus and are not infectious,fake
#IndiaFightsCorona Active cases only 22% of total #COVID19 cases. Recoveries are now 26 lakh. Exceed Active cases by more than 18 lakh. https://t.co/ftuVx5TuRG https://t.co/0YVdlEOYBR,real
"#blind people is not obstacle
#talent #COVID19 #PositiveVibes #song #sharukhkhan #zalima 
#coronavirusinindia https://t.co/X8Hdqni1zb",fake
"An Exclusive picture of the patient’s Throat infected with Coronavirus Covid1 showing the extent of inflammation and destruction that affected the throat and entrance to the lungs, which was caused by the virus in the first days of the infection. Taste and severe shortness of breath.",fake
A doctor in the Wuhan hospital was seen collapsing and later lost his life as a result of being infected from the coronavirus 2019-nCoV in front of patients and hospital staff.,fake
#CoronaVirusUpdates Advisory on Strategy for COVID-19 Testing in India (Version VI),real
"all family members has died infected by corona virus😧

my heart is just...😢i cannot say",fake
54 people linked to the cluster have been moved to a quarantine facility including 24 people who have tested positive. ​ ​ Our total number of confirmed cases to date is 1258 - we will report this to the WHO.,real
RT @Surgeon_General: Because #COVID19 can spread from people to animals through close contact be sure to take steps to keep your pet safe…,real
BREAKING: Boris Johnson set to announce pubs bars and restaurants throughout England will be forced to close at 10pm from Thursday. Sky's chief political correspondent @joncraig has the latest from Westminster. Get more on this story here: https://t.co/HzXFkOhTtm https://t.co/uFtuh1RbIJ,real
As of today our #RecoveryRate is 62.86% and the #DoublingRate is 20.4 Days (based on 7 days of trajectory). @MoHFW_INDIA @drharshvardhan @DrHVoffice #CovidIndiaSeva #COVID19 #Covid_19 #COVIDー19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates,real
On diagnostics more than 50 tests are currently in evaluation and new evidence has been generated around rapid antigen detection tests that could be game-changing-@DrTedros #COVID19,real
RT @PIB_India: #CoronaWatch ◾ 2647663 total confirmed cases ◾ 1919842 cases cured/recovered ◾ 30041400 samples tested Here's the…,real
HOW ITALIAN DOCTORS FOUND COVID SECRET AFTER DISOBEYING W.H.O RULES,fake
Older adults &amp; people with severe chronic medical conditions like heart lung or kidney disease seem to be at higher risk for more serious COVID-19 illness. https://t.co/SlDrVXXfCz https://t.co/MRCCeMuVrq,real
Telemedicine may be a good alternative for those avoiding the doctor's office because of COVID-19. https://t.co/YYFyUZiEhn https://t.co/mxiR7SIyWb,real
RT @PIB_India: Nearly 9 lakh (899864) tests have been conducted in a single day the highest tests/day so far: Secretary @MoHFW_INDIA at…,real
U.S. records highest one-day COVID-19 death toll in 7 weeks https://t.co/lZVHGvT0oU,fake
Yesterday 230 thousand cases of #COVID19 were reported to WHO. Almost 80% of those cases were reported from just 10 countries and 50% come from just two countries-@DrTedros,real
Intrepid Investigative Reporting Reveals the Mystery Ingredients of Russki COVID-19 Vaccine https://t.co/Jbu68RbF2a #russia #coronavirus,fake
The latest updates from the Director-General of Health:⁣ ⁣ • There are no new cases of COVID-19 to report in New Zealand today.⁣ ⁣ • This means New Zealand’s combined total of confirmed and probable cases remains at 1503 of which 1153 are confirmed cases of COVID-19.⁣ https://t.co/OuFRChjB10,real
The latest update from the Ministry of Health: ⁣ ⁣ • Today we are reporting two new cases of COVID-19 made up of one confirmed case and one probable case.⁣ ⁣ • Both cases are linked to the St Margaret’s Hospital and Rest Home in Auckland.⁣ https://t.co/Y8erhlPRGR,real
Cocaine kills coronavirus.,fake
Tribal leaders: You can help safeguard your communities from #COVID19 during funerals and burials. Actions like social distancing can help stop the spread of coronavirus. Learn more guidance for funerals and burials for tribal communities: https://t.co/Pg05bJ6I21. https://t.co/tU7hBtHvQl,real
#CoronaVirusUpdates: India scales yet another peak of highest ever single day recoveries. 81533 patients recover in last 24 hours. 60% of total recoveries concentrated in 5 states. #IndiaFightsCorona #IndiaWillWin https://t.co/YRRyN9jkkD,real
Shanghai and Beijing had no cases of coronavirus.,fake
False: @GovRonDeSantis' claim that reporters never asked him about coronavirus in May. Press conference transcripts show reporters asked him many pandemic-related questions about unemployment reopening plans testing and outbreaks. https://t.co/2L2QxH0M45 https://t.co/jONigCLuH4,fake
Mothers should be counselled that the many many benefits of #breastfeeding for newborn babies and children substantially outweigh the potential risks for #COVID19 infection-@DrTedros,real
